userId,movieId,rating,timestamp,title,genres
173,367,4.5,1579002411,Movie Title 367 (1992),Animation|Children|Fantasy
165,319,5.0,1657407995,Movie Title 319 (2018),Horror|Western|Comedy
86,333,1.0,940487255,Movie Title 333 (1997),Animation|Crime|Western|Documentary
389,884,1.0,1683331264,Movie Title 884 (2008),Western
271,958,1.0,874023872,Movie Title 958 (1984),Horror|Western
609,933,3.0,829474958,Movie Title 933 (1982),Western|Comedy|Horror|Children
458,8,4.0,1566896085,Movie Title 8 (1983),Mystery|Documentary|Drama|Thriller
278,352,1.0,1442180634,Movie Title 352 (1993),Crime|Sci-Fi|Adventure
16,367,4.0,995975000,Movie Title 367 (1992),Animation|Children|Fantasy
435,490,2.5,877523941,Movie Title 490 (1981),Thriller|Sci-Fi
122,332,2.0,1499788523,Movie Title 332 (2010),Romance
394,823,5.5,1620607467,Movie Title 823 (1990),Action
4,490,4.5,1529707230,Movie Title 490 (1981),Thriller|Sci-Fi
420,122,4.5,1652418606,Movie Title 122 (2010),Adventure
184,218,1.0,894285770,Movie Title 218 (2015),Animation
351,411,4.5,1411490843,Movie Title 411 (1997),Horror|Mystery|War|Film-Noir
132,69,3.5,1450844421,Movie Title 69 (1995),Drama
22,11,1.0,1629507164,Movie Title 11 (1995),Musical|Crime|Western
252,655,1.5,1631839408,Movie Title 655 (1990),Fantasy|Comedy
285,253,5.0,1627479173,Movie Title 253 (1998),Drama|Romance|Adventure|Western
308,863,3.0,1579473926,Movie Title 863 (1996),Romance|Crime
260,36,2.5,924514656,Movie Title 36 (1997),Fantasy
240,507,1.0,1575485729,Movie Title 507 (2021),Action|Sci-Fi|Mystery|Children
7,461,1.0,1407503538,Movie Title 461 (1989),Film-Noir|Documentary|Crime
443,896,4.5,1486480660,Movie Title 896 (1981),Sci-Fi
268,304,2.5,1644824262,Movie Title 304 (2010),Documentary|Musical|Comedy
324,258,1.0,923066588,Movie Title 258 (1983),Animation
334,899,1.0,1642491005,Movie Title 899 (2022),Musical
274,526,4.0,1645072669,Movie Title 526 (1984),Action|War|Western
532,545,4.5,1696403564,Movie Title 545 (2015),Drama
457,27,4.0,819718405,Movie Title 27 (1998),Documentary|Thriller|War
273,881,2.5,903758840,Movie Title 881 (2002),Children|Mystery|Sci-Fi
230,416,5.0,1526141965,Movie Title 416 (1986),Animation|Fantasy
286,201,4.0,1565448839,Movie Title 201 (2001),Fantasy|War|Musical
164,359,5.0,1644967219,Movie Title 359 (1997),Sci-Fi|Animation|Documentary
504,995,4.0,975169848,Movie Title 995 (1986),Adventure|Western|Film-Noir|Thriller
257,483,5.0,1685425062,Movie Title 483 (1979),Romance
209,145,3.5,1533522524,Movie Title 145 (1984),Mystery|Comedy
254,258,5.0,1521514570,Movie Title 258 (1983),Animation
610,597,2.0,1525263507,Movie Title 597 (2022),Documentary|Action
188,915,4.5,1541553271,Movie Title 915 (2005),Crime|War|Comedy|Western
447,802,4.0,865207236,Movie Title 802 (2015),Action|Children|Film-Noir
30,230,4.0,976806728,Movie Title 230 (1980),Drama
29,194,3.5,1542538114,Movie Title 194 (1988),War|Fantasy
558,955,2.0,978208002,Movie Title 955 (2015),Documentary|Drama
456,958,2.0,906593524,Movie Title 958 (1984),Horror|Western
441,370,0.5,1540410443,Movie Title 370 (2018),Crime|Sci-Fi
19,521,4.5,1671253144,Movie Title 521 (2015),Crime|Adventure
191,778,3.0,1488227609,Movie Title 778 (1984),Comedy|Film-Noir|Romance|Action
554,734,5.0,939122153,Movie Title 734 (2008),Animation|Comedy|Children
554,413,2.0,1559151042,Movie Title 413 (1979),Horror|Drama|Documentary
531,362,0.5,1465615306,Movie Title 362 (1998),Romance|Action|Thriller|Western
129,265,2.5,1479390531,Movie Title 265 (1970),Documentary|Film-Noir|Crime|Drama
15,855,2.5,856273732,Movie Title 855 (2002),Action|War|Romance
176,814,5.0,1586320123,Movie Title 814 (2009),Musical|Film-Noir
342,592,1.0,1615295539,Movie Title 592 (2011),Documentary|Film-Noir
379,818,5.0,896363512,Movie Title 818 (2010),Mystery|Action|Children
294,964,3.5,1541004010,Movie Title 964 (2014),Children|Musical|Animation
501,143,4.0,1615995911,Movie Title 143 (2021),Comedy|Western|Fantasy
131,429,2.0,850060427,Movie Title 429 (1989),Musical|Animation|Documentary|Horror
429,978,4.5,1649633913,Movie Title 978 (2009),Horror|Fantasy|Children
254,242,1.0,824308026,Movie Title 242 (2000),Comedy|Romance|Adventure
594,192,4.0,1422833067,Movie Title 192 (1980),Sci-Fi
137,540,4.5,930121568,Movie Title 540 (1994),Comedy|Sci-Fi|Horror|Animation
337,44,0.5,1455532055,Movie Title 44 (1977),War|Adventure|Mystery|Children
354,685,5.0,1591734472,Movie Title 685 (2008),Adventure|Sci-Fi
285,187,2.0,812824489,Movie Title 187 (2001),Documentary|Crime|Sci-Fi|Thriller
237,51,4.5,856063505,Movie Title 51 (1983),Sci-Fi|Documentary|Animation
483,413,2.5,972355513,Movie Title 413 (1979),Horror|Drama|Documentary
579,57,2.0,1646146775,Movie Title 57 (1976),Romance
137,264,3.5,1559903179,Movie Title 264 (2017),Sci-Fi|Documentary|Fantasy|Crime
62,26,1.5,1587237294,Movie Title 26 (1974),Mystery|Sci-Fi
437,883,2.0,836765593,Movie Title 883 (2012),Adventure
194,302,3.0,1499759827,Movie Title 302 (2012),Children|Action
125,602,4.0,1697728683,Movie Title 602 (1995),Mystery|Fantasy|Romance|Horror
428,175,4.5,825172422,Movie Title 175 (2019),Documentary|Children|Thriller|Sci-Fi
353,883,2.5,1426874009,Movie Title 883 (2012),Adventure
133,861,3.5,1635806991,Movie Title 861 (1974),War
47,384,3.0,800505722,Movie Title 384 (1981),Drama
219,523,2.0,1457160933,Movie Title 523 (2019),Musical
221,398,1.0,984396731,Movie Title 398 (2021),Adventure|Documentary
136,762,0.5,793570546,Movie Title 762 (2016),Action|Comedy|Documentary
142,669,0.5,1657892539,Movie Title 669 (2002),Musical
117,836,3.0,1540869823,Movie Title 836 (2003),Documentary
586,920,5.0,1594028358,Movie Title 920 (1981),Film-Noir|Documentary|Fantasy|Action
531,172,2.5,1576244807,Movie Title 172 (2008),War|Adventure|Sci-Fi|Fantasy
604,204,4.5,987977285,Movie Title 204 (1972),Mystery|Fantasy
1,559,4.5,892771565,Movie Title 559 (2012),Mystery|Crime|Drama
71,969,4.0,926021889,Movie Title 969 (1982),Romance
259,957,4.0,1507364003,Movie Title 957 (1990),Romance
141,37,3.0,1631344333,Movie Title 37 (2022),Sci-Fi
116,949,2.0,1447852069,Movie Title 949 (2016),Action
575,579,5.0,1424869555,Movie Title 579 (2022),Crime|Comedy|Thriller
80,497,5.0,1471961169,Movie Title 497 (1977),Fantasy
368,326,1.5,1451509635,Movie Title 326 (1999),Fantasy|Drama
133,747,4.5,790086739,Movie Title 747 (1990),Drama|Documentary|Comedy|Action
110,942,1.5,823435627,Movie Title 942 (2017),Comedy|Fantasy|Adventure|Documentary
552,590,2.0,1494874271,Movie Title 590 (1987),Action|Sci-Fi|Mystery|Romance
